sample.n,id.string,site,plot,rep,depth,treatment,date.collected,BD,MC60,MC25,WEPw,WEPd,LysedCellP,frac.1.KCL.Pi,frac.2b.NaOH.Po,frac.2a.NaOH.Pi,frac.3.HCl.Pi,frac.4.Residue.P,frac.TP,Ca.3051a,Mg.3051a,Al.3051a,Fe.3051a,P.3051a,frac.Error,frac.Po,frac.Pi,TP.ign,HCl.Pi,HCl.Po,LOI,POXC,APA,TC,TN,Ox.P,Ox.Al,Ox.Fe,Ox.Mn,Ox.PSR,Ox.SPSC,fracOx.Al,fracOx.Fe,fracOx.P,MM.Al,MM.Fe,MM.P,pH,clay,silt,sand,year.core.n.depth,core.n,core.ID,site.n,field.rep,site.name,rst.yr,cls.yr,sample.date,P.1MKCl,BD.sd,Ox/IP,notes.x,lon,lat,project.x,site.plot,count_n,count_y,count_c,count_h,count_obs,frac_farmed,last_yr_y,first_yr_n,last_yr_farmed,last_yr_range,1991...12,1992...13,1993...14,1994...15,1995...16,1996...17,1997...18,1998...19,1999...20,2000...21,2001...22,2002...23,2003...24,2004...25,2005...26,2006...27,2007...28,2008...29,2009...30,2010...31,2011...32,2012...33,2013...34,2014...35,2015...36,2016...37,2017...38,2018...39,2019...40,2020...41,...42,2020...43,2019...44,2018...45,2017...46,2016...47,2015...48,2014...49,2013...50,2012...51,2011...52,2010...53,2009...54,2008...55,2007...56,2006...57,2005...58,2004...59,2003...60,2002...61,2001...62,2000...63,1999...64,1998...65,1997...66,1996...67,1995...68,1994...69,1993...70,1992...71,1991...72,sample.type,project.y,smpl.date,smpl.yr,notes.y,YSF,na.rm,equipment,lon.x,lat.x,description,project,lon1,lat1,lon2,lat2,lon3,lat3,index,name,lon.y,lat.y,elevation,collection start,collection end,solution status,lateral rms,sample count,antenna height,prior,WFPS,HCl.PSR
47,LC.4.CTRL.N,LC,4,N,0-5cm,CTRL,2019-07-10T00:00:00Z,0.5499433971805954,0.5055831265508685,0.4655041698256255,0.17768079294849418,NA,-0.17768079294849418,0.2307277289836888,187.9173098077792,76.09860028040866,163.13344232772897,484.73475511218834,912.1148352570888,6980.19801980198,7472.277227722771,27825.742574257427,21443.564356435643,861.3861386138614,5.8891935183516875,672.6520649199675,239.46277033712133,957.6195967741936,266.4883,691.1312967741936,0.19999999999999313,611.2124582869856,NA,NA,NA,323.5110946236776,1855.7199284952894,2114.7077463444148,67.66823850427284,0.09799555998251125,552.9370459997489,0.06669076031099638,0.098617361889734,0.37557035122978666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.4,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,0.3508531959415367,0.08072264173092793
48,LC.4.CTRL.N,LC,4,N,5-10cm,CTRL,2019-07-10T00:00:00Z,1.0356948171313245,0.26306620209059234,0.23061550759392485,0.1117059467416031,NA,-0.1117059467416031,0.12989974257945885,103.47879914578407,25.818545934228272,173.58858325155413,220.13033372412383,523.1461617982698,5009.7690941385445,7467.140319715809,27733.570159857907,23571.93605683837,505.32859680284184,3.5259364121004984,323.6091328699079,199.53702892836185,550.3761147540984,228.26885714285714,322.1072576112412,0.10819672131147962,297.49478079331953,NA,NA,NA,212.81208717610141,1943.8756570601927,2036.270887450786,58.85213933572856,0.06335430373926913,629.4278189438277,0.07009107178973283,0.08638538992048769,0.4211360459759055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.4,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,0.4472569425789939,0.06795579471798184
49,LC.4.CTRL.S,LC,4,S,0-5cm,CTRL,2019-07-10T00:00:00Z,0.46069102977290305,0.538046146293569,0.5364381198792584,0.08050889346624882,NA,-0.08050889346624882,0.15829726186823997,209.01048353400273,67.4378243394293,180.49648078752637,434.09639753601846,891.1994834588451,7133.466135458168,8662.350597609562,31797.80876494024,25380.4780876494,869.5219123505976,2.4930448330676316,643.1068810700212,248.0926023888239,892.4036482084692,275.1680921052631,617.2355561032061,0.20195439739414153,NA,NA,NA,NA,386.55136740674385,2253.429699646436,2710.283624538749,55.18084885044178,0.09456667297160841,697.5108519177427,0.07086745241801164,0.10678615332536316,0.4445562117713297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.4,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,0.30003236040063286,0.06731765341540959
50,LC.4.CTRL.S,LC,4,S,5-10cm,CTRL,2019-07-10T00:00:00Z,0.9186223454416799,0.3574045002616431,0.28224381625441697,0.08147028556345626,NA,-0.08147028556345626,0.13520645896816222,114.56009139250813,24.83738386468001,186.8488388931911,271.942835211393,598.3243558207404,6250.483558994197,8890.715667311411,33913.92649903288,27249.516441005802,680.8510638297871,-12.12111023882874,386.50292660390113,211.82142921683928,692.0994230769231,291.3990491803279,400.70037389659524,0.150641025641027,NA,NA,NA,NA,241.59442455975739,2480.5628760676123,3238.697197526829,33.30228708562097,0.05205762269765228,913.5262669699242,0.0731428982762686,0.1188533823907844,0.35484181107214374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC.4,7,2,0,0,9,0.2222222222222222,2003,2006,2003,2003-2006,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,NA,NA,n,NA,n,n,NA,n,n,NA,NA,n,NA,NA,n,NA,NA,NA,0,0,n,0,0,n,0,0,n,n,0,n,n,0,n,0,0,y,0,0,0,0,0,0,0,0,0,y,0,0,intact cores,LCBP,20190708,2019.605236,Prindle Brook Beaver Wetland,16.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hay/pasture,0.5025173811785282,0.0627892873948836
51,OCD.0.CTRL.N,OCD,0,N,0-5cm,CTRL,2019-07-09T00:00:00Z,0.22559796676448746,0.7553688141923437,0.7277566539923954,0.8045496530187374,NA,-0.8045496530187374,0.2081370992366413,298.7679467652673,239.844659194728,207.94894818702295,329.1896758851326,1075.9593671313876,5725.548902195609,7032.934131736526,21417.165668662674,27926.147704590818,1107.7844311377248,-2.8728571292207126,627.9576226503999,448.00174448098755,1008.5250000000001,522.2230000000001,486.302,0.4333333333333223,2088.7265135699377,NA,NA,NA,639.4485180645463,2366.7103444715676,5336.821303425927,225.73046128402322,0.11274478876522585,977.541053796277,0.11050530126563424,0.19110481545396252,0.5772319054961038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.0,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.1862668054649881,0.09207609394662696
52,OCD.0.CTRL.N,OCD,0,N,5-10cm,CTRL,2019-07-09T00:00:00Z,0.43980581893211307,0.6084888401024514,0.5863028953229399,0.46729516731517506,NA,-0.46729516731517506,0.163794547506264,372.98934178173624,158.83523562961116,201.22607811328342,246.15223731958238,979.3666873917194,4051.556420233463,6119.6498054474705,19780.155642023346,24797.665369649807,1052.5291828793775,-6.9511132496591905,619.1415791013186,360.22510829040084,922.4370000000001,409.06125,513.3757500000002,0.39999999999999525,1035.6840934371523,NA,NA,NA,562.9528760554647,2079.1514479057187,3890.4419972184382,129.3723592589015,0.12397627299029529,741.553915189509,0.10511299736633613,0.15688743029736993,0.5348572611691476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.0,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.3208699387367717,0.09008549624099417
53,OCD.0.CTRL.S,OCD,0,S,0-5cm,CTRL,2019-07-09T00:00:00Z,0.2547010919446016,0.7201142390860873,0.7100611828687967,0.49345904400866486,NA,-0.49345904400866486,0.200232250139221,390.12122926503577,360.6759758016162,466.04787854761764,253.20422127507715,1470.2495371394857,4352.766798418972,6514.822134387352,20530.632411067196,27364.624505928852,1294.4664031620553,13.579582563752643,643.3254505401129,826.924086599373,1369.905684039088,596.532668918919,773.3730151201692,0.22801302931596287,NA,NA,NA,NA,763.7987846124763,2288.4801017928726,4747.454139446681,174.51496954023511,0.14533131640254252,813.2141482314385,0.11146661515206174,0.17348873683313623,0.5900491374258214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.0,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.20291696721801242,0.11350486515253408
54,OCD.0.CTRL.S,OCD,0,S,5-10cm,CTRL,2019-07-09T00:00:00Z,0.41238719144138986,0.6142420270860639,0.6212800652262536,0.4529141578717762,NA,-0.4529141578717762,0.15127932661993823,464.5081325380309,184.45288589579133,183.67491594380337,205.28380837211537,1038.071022076361,3596.1904761904757,6432.380952380952,21806.666666666664,26624.761904761905,1064.7619047619048,-2.506746584957153,669.7919409101463,368.2790811662146,1220.6784193548388,532.1549999999999,688.5234193548389,0.17419354838709264,NA,NA,NA,NA,660.7155905267028,2451.2140554264665,4488.316663522164,117.0600632859652,0.12468776845637865,861.0545162805568,0.11240663659858453,0.168576781252621,0.6205289535358122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.0,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.2999892073074584,0.10042629593469914
55,OCD.1.CTRL.N,OCD,1,N,0-5cm,CTRL,2019-07-09T00:00:00Z,0.3073119365073589,0.6466281310211945,0.6486681065514759,0.172473470951135,NA,-0.172473470951135,0.2117086515281651,359.9802845576668,213.03836316317,186.87909300286614,530.228247923713,1290.337697298944,5733.3984375,5925.78125,18989.2578125,32543.945312500007,1357.421875,-4.942028630638944,890.2085324813797,400.1291648175643,1159.9022727272727,427.90090909090907,732.0013636363636,0.3030303030302874,1831.941544885177,NA,NA,NA,835.938025221176,2057.4612032220257,10250.831309886044,1654.6743009812842,0.10401330306191656,1493.568135720519,0.10834868974540264,0.31498428391067684,0.6158277250550246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.1,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.22478401949391097,0.053242448118048444
56,OCD.1.CTRL.N,OCD,1,N,5-10cm,CTRL,2019-07-09T00:00:00Z,0.5707141076897021,0.49283909014321814,0.49016697588126157,0,NA,0,0.14603494575045203,396.0648751832289,129.3334892628465,141.58707806266034,432.7263558802055,1099.8578333346918,4469.902912621359,6050.485436893204,20739.805825242718,32473.78640776699,1027.1844660194174,7.075006458859416,828.7912310634345,271.0666022712573,933.9375000000001,290.2190909090909,643.7184090909093,0.2333333333333365,888.297828335057,NA,NA,NA,576.9347472501528,1740.197926694425,7072.440747645061,726.9795874946568,0.09756881275536645,1103.5714023515477,0.08390618221586264,0.21778922417108385,0.5616661528049692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.1,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.3584721513792915,0.049080649542961395
57,OCD.1.CTRL.S,OCD,1,S,0-5cm,CTRL,2019-07-09T00:00:00Z,0.3748112036477839,0.6003337505214852,0.599896480331263,0.3657336339114079,NA,-0.3657336339114079,0.1812121718100829,381.0272497369521,193.0347946075431,196.6343267426363,424.0458435529036,1194.9234268118453,4871,5903,18799,29908,1274.9999999999998,-6.280515544168981,805.0730932898557,389.85033352198946,1286.5234500000001,498.4963917525773,788.0270582474228,0.21666666666665857,NA,NA,NA,NA,709.832309423885,1865.1449803585458,6945.942554995023,1071.7630670720027,0.11857141770146802,1059.096484642711,0.09921511678060246,0.23224363230557118,0.556731223077557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.1,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.2620799260078454,0.08326955973185036
58,OCD.1.CTRL.S,OCD,1,S,5-10cm,CTRL,2019-07-09T00:00:00Z,0.5032647996945311,0.5017873100983021,0.49266547406082295,0.05051198624813156,NA,-0.05051198624813156,0.14633234190257766,375.788942586862,127.13015697359879,168.02258398788214,437.25595377594357,1108.343969666189,3950.0978473581213,5561.643835616438,17226.027397260274,30419.765166340505,1048.9236790606653,5.664882182728093,813.0448963628055,295.2990733033835,1180.7812377850164,395.73857142857145,785.0426663564449,0.14983713355047568,NA,NA,NA,NA,612.5712596515017,1874.5622441587145,7476.651728471917,762.5798238724215,0.09737053288394228,1173.527033333261,0.10882150602273254,0.24578269054965743,0.583999838958801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.1,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.3117336077059508,0.06290415192618087
59,OCD.2.CTRL.1,OCD,2,1,0-5cm,CTRL,2019-07-09T00:00:00Z,0.38056320964985485,0.5955882352941176,0.5916187345932621,0.22145322964585612,NA,-0.22145322964585612,0.16064467903525045,410.81581466790357,153.90929744842734,160.349746354731,340.7154231785345,1065.9509263286318,4294.67680608365,6388.783269961977,22971.482889733838,30855.51330798479,1233.8403041825095,-13.60705897552229,751.531237846438,314.4196884821936,1076.3056451612902,219.2741379310345,857.0315072302557,0.2258064516129025,1712.94363256785,NA,NA,NA,691.6471315895398,2128.8820026843996,6225.223593916562,248.15892481970917,0.11741982425349859,1026.1127303239696,0.09267499242009387,0.20175401173136856,0.560564547328348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.2,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.2646675484662286,0.037225818720635136
60,OCD.2.CTRL.1,OCD,2,1,5-10cm,CTRL,2019-07-09T00:00:00Z,0.5222504110671009,0.5404178019981835,0.5388601036269431,0.16311661227007124,NA,-0.16311661227007124,0.12239322673374056,555.3529044601148,105.99349016645141,152.80145233650734,319.55472571548347,1133.8249659052908,3671.597633136095,5940.828402366864,22788.954635108483,28587.77120315582,1142.9980276134122,-0.8025439665258924,874.9076301755983,258.91733572969247,977.5935000000001,349.24499999999995,628.3485000000001,0.29999999999999055,798.9493278179939,NA,NA,NA,688.5384091749438,2004.6658668651974,5130.0392904295495,195.30862411809412,0.13391789691653128,845.6755962572221,0.08796655656055521,0.17944873190615301,0.6023968480615989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.2,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.3515068525357577,0.06792672026046784
61,OCD.2.CTRL.1,OCD,2,1,10-15cm,CTRL,2019-07-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3989.0219560878245,5394.211576846307,17383.233532934133,28423.15369261477,1060.878243512974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.2,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
62,OCD.2.CTRL.2,OCD,2,2,0-5cm,CTRL,2019-07-09T00:00:00Z,0.3621332921003935,0.6208508648901356,0.6021634615384615,0.20871269456734606,NA,-0.20871269456734606,0.17235441254183548,433.89273885108344,157.2213466415025,141.59100452464332,352.19192917061156,1085.0693736003825,3952.3809523809523,5732.142857142857,20314.484126984127,27703.373015873014,1127.9761904761904,-3.8038761135280854,786.084668021695,298.9847055786877,1150.5001954397396,364.8647635135135,785.6354319262261,0.18566775244299305,NA,NA,NA,NA,602.3849881680372,1851.6868062185595,5427.042048360588,293.60825513445843,0.11741788145497062,893.8736871880519,0.09115106219994666,0.19589824117269375,0.5340405172149354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.2,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.2604179396023425,0.07112004513859962
63,OCD.2.CTRL.2,OCD,2,2,5-10cm,CTRL,2019-07-09T00:00:00Z,0.609465864366459,0.46814632141389223,0.464957264957265,0.15740297527047914,NA,-0.15740297527047914,0.13748159892016648,474.16684938840666,87.6597942203264,126.34309574821798,319.0503989757719,1007.3576199316431,3213.7254901960782,5311.764705882354,19140.19607843137,28656.86274509804,866.6666666666666,16.233571530574203,793.2172483641785,214.14037156746454,1171.774817880795,274.9835350318471,896.7912828489477,0.11920529801324971,NA,NA,NA,NA,548.1113070028745,1772.545817130038,6375.887464975227,352.5066384380653,0.09849871609516098,1029.6631246722097,0.09260855060557491,0.2224907702454578,0.6324361234648552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.2,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",0.37053821998722075,0.04941610363057811
64,OCD.2.CTRL.2,OCD,2,2,10-15cm,CTRL,2019-07-09T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3351.5625,5540.0390625,20205.078125,27525.390625,1058.59375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OCD.2,9,0,0,0,9,0,NA,1993,1993,pre-1993,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,n,NA,n,n,NA,n,NA,NA,NA,n,n,NA,n,NA,NA,NA,0,0,n,0,n,n,0,0,0,n,0,n,n,0,n,0,0,n,0,0,0,0,0,0,0,0,0,n,0,0,intact cores,LCBP,20190708,2019.605236,DesMarais,26.605236000000104,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"uncertain
(unfarmed since 1993)",NA,NA
