city,datetime,date,precip_inches,Tair
Burlington,2019-10-03T20:54:00Z,2019-10-03,0,10.555555555555555
Burlington,2019-10-03T21:19:00Z,2019-10-03,0.0016666666666666666,10
Burlington,2019-10-03T21:54:00Z,2019-10-03,0.003333333333333333,10
Burlington,2019-10-03T22:07:00Z,2019-10-03,0.005,9.444444444444445
Burlington,2019-10-03T22:45:00Z,2019-10-03,0.006666666666666666,8.88888888888889
Burlington,2019-10-03T22:52:00Z,2019-10-03,0.008333333333333333,8.88888888888889
Burlington,2019-10-03T22:54:00Z,2019-10-03,0.01,8.88888888888889
Burlington,2019-10-03T22:59:00Z,2019-10-03,0.01,8.88888888888889
Burlington,2019-10-03T23:00:00Z,2019-10-03,0.01,8.88888888888889
Burlington,2019-10-03T23:54:00Z,2019-10-03,0.01,9.444444444444445
Burlington,2019-10-04T00:06:00Z,2019-10-03,0.01,8.88888888888889
Burlington,2019-10-04T00:19:00Z,2019-10-03,0.01,9.444444444444445
Burlington,2019-10-04T00:28:00Z,2019-10-03,0.01,9.444444444444445
Burlington,2019-10-04T00:54:00Z,2019-10-03,0.01,8.88888888888889
Burlington,2019-10-04T01:02:00Z,2019-10-03,0.01,8.88888888888889
Burlington,2019-10-04T01:52:00Z,2019-10-03,0.009000000000000001,8.88888888888889
Burlington,2019-10-04T01:54:00Z,2019-10-03,0.008,8.88888888888889
Burlington,2019-10-04T02:00:00Z,2019-10-03,0.007,8.88888888888889
Burlington,2019-10-04T02:32:00Z,2019-10-03,0.006,8.88888888888889
Burlington,2019-10-04T02:54:00Z,2019-10-03,0.005,8.88888888888889
Burlington,2019-10-04T03:45:00Z,2019-10-03,0.004,9.444444444444445
Burlington,2019-10-04T03:52:00Z,2019-10-03,0.003000000000000001,8.88888888888889
Burlington,2019-10-04T03:54:00Z,2019-10-03,0.002,9.444444444444445
Burlington,2019-10-04T04:32:00Z,2019-10-04,9.999999999999992e-4,9.444444444444445
Burlington,2019-10-04T04:54:00Z,2019-10-04,0,9.444444444444445
Burlington,2019-10-04T05:00:00Z,2019-10-04,0.002,9.444444444444445
Burlington,2019-10-04T05:15:00Z,2019-10-04,0.004,9.444444444444445
Burlington,2019-10-04T05:26:00Z,2019-10-04,0.006,9.444444444444445
Burlington,2019-10-04T05:51:00Z,2019-10-04,0.008,8.88888888888889
Burlington,2019-10-04T05:54:00Z,2019-10-04,0.01,9.444444444444445
Burlington,2019-10-04T06:11:00Z,2019-10-04,0.01,9.444444444444445
Burlington,2019-10-04T06:46:00Z,2019-10-04,0.01,9.444444444444445
Burlington,2019-10-04T06:54:00Z,2019-10-04,0.01,9.444444444444445
Burlington,2019-10-04T07:04:00Z,2019-10-04,0.01,9.444444444444445
Burlington,2019-10-04T07:18:00Z,2019-10-04,0.01,9.444444444444445
Burlington,2019-10-04T07:50:00Z,2019-10-04,0.01,8.88888888888889
Burlington,2019-10-04T07:54:00Z,2019-10-04,0.01,9.444444444444445
Burlington,2019-10-04T08:00:00Z,2019-10-04,0.01,9.444444444444445
Burlington,2019-10-04T08:18:00Z,2019-10-04,0.01,8.88888888888889
Burlington,2019-10-04T08:54:00Z,2019-10-04,0.01,7.777777777777778
Burlington,2019-10-04T09:54:00Z,2019-10-04,0.008888888888888889,6.666666666666666
Burlington,2019-10-04T10:09:00Z,2019-10-04,0.007777777777777777,6.666666666666666
Burlington,2019-10-04T10:42:00Z,2019-10-04,0.006666666666666667,6.111111111111111
Burlington,2019-10-04T10:51:00Z,2019-10-04,0.005555555555555556,6.111111111111111
Burlington,2019-10-04T10:52:00Z,2019-10-04,0.0044444444444444444,6.111111111111111
Burlington,2019-10-04T10:54:00Z,2019-10-04,0.0033333333333333344,6.111111111111111
Burlington,2019-10-04T11:00:00Z,2019-10-04,0.002222222222222222,6.111111111111111
Burlington,2019-10-04T11:06:00Z,2019-10-04,0.0011111111111111113,6.111111111111111
Burlington,2019-10-04T11:54:00Z,2019-10-04,0,6.666666666666666
Burlington,2019-10-04T12:28:00Z,2019-10-04,0,6.666666666666666
Burlington,2019-10-04T12:54:00Z,2019-10-04,0,7.222222222222222
Burlington,2019-10-04T13:54:00Z,2019-10-04,0,9.444444444444445
Burlington,2019-10-04T14:00:00Z,2019-10-04,0,9.444444444444445
Burlington,2019-10-04T14:45:00Z,2019-10-04,0,8.333333333333334
Burlington,2019-10-04T14:52:00Z,2019-10-04,0,7.777777777777778
Burlington,2019-10-04T14:54:00Z,2019-10-04,0,8.333333333333334
Burlington,2019-10-04T15:54:00Z,2019-10-04,0,10
Burlington,2019-10-04T16:04:00Z,2019-10-04,0,9.444444444444445
Burlington,2019-10-04T16:54:00Z,2019-10-04,0,10
Burlington,2019-10-04T17:00:00Z,2019-10-04,0,10
Burlington,2019-10-04T17:54:00Z,2019-10-04,0,10
Burlington,2019-10-04T18:54:00Z,2019-10-04,0,10
Burlington,2019-10-04T19:54:00Z,2019-10-04,0,10
Burlington,2019-10-04T20:00:00Z,2019-10-04,0,10
Burlington,2019-10-04T20:54:00Z,2019-10-04,0,9.444444444444445
Burlington,2019-10-04T21:54:00Z,2019-10-04,0,8.88888888888889
Burlington,2019-10-04T22:54:00Z,2019-10-04,0,8.333333333333334
Burlington,2019-10-04T23:00:00Z,2019-10-04,0,8.333333333333334
Burlington,2019-10-04T23:54:00Z,2019-10-04,0,7.777777777777778
Burlington,2019-10-05T00:54:00Z,2019-10-04,0,7.222222222222222
Burlington,2019-10-05T01:54:00Z,2019-10-04,0,6.666666666666666
Burlington,2019-10-05T02:00:00Z,2019-10-04,0,6.666666666666666
Burlington,2019-10-05T02:54:00Z,2019-10-04,0,4.444444444444445
Burlington,2019-10-05T03:54:00Z,2019-10-04,0,3.333333333333333
Burlington,2019-10-05T04:54:00Z,2019-10-05,0,2.2222222222222223
Burlington,2019-10-05T05:00:00Z,2019-10-05,0,2.2222222222222223
Burlington,2019-10-05T05:54:00Z,2019-10-05,0,1.6666666666666665
Burlington,2019-10-05T06:54:00Z,2019-10-05,0,1.1111111111111112
Burlington,2019-10-05T07:54:00Z,2019-10-05,0,0.5555555555555556
Burlington,2019-10-05T08:00:00Z,2019-10-05,0,0.5555555555555556
Burlington,2019-10-05T08:54:00Z,2019-10-05,0,0.5555555555555556
Burlington,2019-10-05T09:54:00Z,2019-10-05,0,0.5555555555555556
Burlington,2019-10-05T10:54:00Z,2019-10-05,0,1.6666666666666665
Burlington,2019-10-05T11:00:00Z,2019-10-05,0,1.6666666666666665
Burlington,2019-10-05T11:54:00Z,2019-10-05,0,4.444444444444445
Burlington,2019-10-05T12:54:00Z,2019-10-05,0,7.777777777777778
Burlington,2019-10-05T13:54:00Z,2019-10-05,0,9.444444444444445
Burlington,2019-10-05T14:00:00Z,2019-10-05,0,9.444444444444445
Burlington,2019-10-05T14:34:00Z,2019-10-05,0,10.555555555555555
Burlington,2019-10-05T14:40:00Z,2019-10-05,0,10.555555555555555
Burlington,2019-10-05T14:54:00Z,2019-10-05,0,10.555555555555555
Burlington,2019-10-05T15:54:00Z,2019-10-05,0,11.666666666666666
Burlington,2019-10-05T16:54:00Z,2019-10-05,0,12.777777777777777
Burlington,2019-10-05T17:00:00Z,2019-10-05,0,12.777777777777777
Burlington,2019-10-05T17:54:00Z,2019-10-05,0,13.333333333333332
Burlington,2019-10-05T18:54:00Z,2019-10-05,0,12.777777777777777
Burlington,2019-10-05T19:54:00Z,2019-10-05,0,12.777777777777777
Burlington,2019-10-05T20:00:00Z,2019-10-05,0,12.777777777777777
Burlington,2019-10-05T20:54:00Z,2019-10-05,0,12.777777777777777
Burlington,2019-10-05T21:54:00Z,2019-10-05,0,8.88888888888889
Burlington,2019-10-05T22:54:00Z,2019-10-05,0,6.666666666666666
Burlington,2019-10-05T23:00:00Z,2019-10-05,0,6.666666666666666
Burlington,2019-10-05T23:54:00Z,2019-10-05,0,6.111111111111111
Burlington,2019-10-06T00:54:00Z,2019-10-05,0,5
Burlington,2019-10-06T01:54:00Z,2019-10-05,0,4.444444444444445
Burlington,2019-10-06T02:00:00Z,2019-10-05,0,4.444444444444445
Burlington,2019-10-06T02:54:00Z,2019-10-05,0,4.444444444444445
Burlington,2019-10-06T03:54:00Z,2019-10-05,0,5.555555555555555
Burlington,2019-10-06T04:54:00Z,2019-10-06,0,5.555555555555555
Burlington,2019-10-06T05:00:00Z,2019-10-06,0,5.555555555555555
Burlington,2019-10-06T05:54:00Z,2019-10-06,0,6.111111111111111
Burlington,2019-10-06T06:54:00Z,2019-10-06,0,8.333333333333334
Burlington,2019-10-06T07:54:00Z,2019-10-06,0,8.333333333333334
Burlington,2019-10-06T08:00:00Z,2019-10-06,0,8.333333333333334
Burlington,2019-10-06T08:54:00Z,2019-10-06,0,8.333333333333334
Burlington,2019-10-06T09:54:00Z,2019-10-06,0,8.88888888888889
Burlington,2019-10-06T10:54:00Z,2019-10-06,0,10
Burlington,2019-10-06T11:00:00Z,2019-10-06,0,10
Burlington,2019-10-06T11:54:00Z,2019-10-06,0,10.555555555555555
Burlington,2019-10-06T12:54:00Z,2019-10-06,0,11.666666666666666
Burlington,2019-10-06T13:54:00Z,2019-10-06,0,12.777777777777777
Burlington,2019-10-06T14:00:00Z,2019-10-06,0,12.777777777777777
Burlington,2019-10-06T14:54:00Z,2019-10-06,0,13.88888888888889
Burlington,2019-10-06T15:15:00Z,2019-10-06,0,13.88888888888889
Burlington,2019-10-06T15:54:00Z,2019-10-06,0,14.444444444444445
Burlington,2019-10-06T16:54:00Z,2019-10-06,0,14.444444444444445
Burlington,2019-10-06T17:00:00Z,2019-10-06,0,14.444444444444445
Burlington,2019-10-06T17:54:00Z,2019-10-06,0,15
Burlington,2019-10-06T18:54:00Z,2019-10-06,0,15.555555555555555
Burlington,2019-10-06T19:54:00Z,2019-10-06,0,15.555555555555555
Burlington,2019-10-06T20:00:00Z,2019-10-06,0,15.555555555555555
Burlington,2019-10-06T20:54:00Z,2019-10-06,0,16.11111111111111
Burlington,2019-10-06T21:54:00Z,2019-10-06,0,16.666666666666668
Burlington,2019-10-06T22:54:00Z,2019-10-06,0,16.666666666666668
Burlington,2019-10-06T23:00:00Z,2019-10-06,0,16.666666666666668
Burlington,2019-10-06T23:03:00Z,2019-10-06,0,16.666666666666668
Burlington,2019-10-06T23:30:00Z,2019-10-06,0,17.22222222222222
Burlington,2019-10-06T23:54:00Z,2019-10-06,0,17.22222222222222
Burlington,2019-10-07T00:54:00Z,2019-10-06,0,17.22222222222222
Burlington,2019-10-07T01:54:00Z,2019-10-06,0,17.22222222222222
Burlington,2019-10-07T02:00:00Z,2019-10-06,0,17.22222222222222
Burlington,2019-10-07T02:54:00Z,2019-10-06,0,17.77777777777778
Burlington,2019-10-07T03:54:00Z,2019-10-06,0,17.77777777777778
Burlington,2019-10-07T04:54:00Z,2019-10-07,0,17.22222222222222
Burlington,2019-10-07T05:00:00Z,2019-10-07,0.039999999999999994,17.22222222222222
Burlington,2019-10-07T05:54:00Z,2019-10-07,0.07999999999999999,17.77777777777778
Burlington,2019-10-07T06:54:00Z,2019-10-07,0.12000000000000001,17.22222222222222
Burlington,2019-10-07T07:54:00Z,2019-10-07,0.13,16.666666666666668
Burlington,2019-10-07T08:00:00Z,2019-10-07,0.07500000000000001,16.666666666666668
Burlington,2019-10-07T08:15:00Z,2019-10-07,0.02,16.666666666666668
Burlington,2019-10-07T08:33:00Z,2019-10-07,0.060000000000000005,16.666666666666668
Burlington,2019-10-07T08:43:00Z,2019-10-07,0.16,16.666666666666668
Burlington,2019-10-07T08:54:00Z,2019-10-07,0.19,16.666666666666668
Burlington,2019-10-07T09:23:00Z,2019-10-07,0.01,16.666666666666668
Burlington,2019-10-07T09:31:00Z,2019-10-07,0.02,16.666666666666668
Burlington,2019-10-07T09:52:00Z,2019-10-07,0.065,16.11111111111111
Burlington,2019-10-07T09:54:00Z,2019-10-07,0.10999999999999999,16.11111111111111
Burlington,2019-10-07T10:09:00Z,2019-10-07,0.05,15.555555555555555
Burlington,2019-10-07T10:52:00Z,2019-10-07,0.10500000000000002,15
Burlington,2019-10-07T10:54:00Z,2019-10-07,0.16,15
Burlington,2019-10-07T11:00:00Z,2019-10-07,0.13333333333333333,15
Burlington,2019-10-07T11:33:00Z,2019-10-07,0.10666666666666667,13.88888888888889
Burlington,2019-10-07T11:35:00Z,2019-10-07,0.08,13.88888888888889
Burlington,2019-10-07T11:42:00Z,2019-10-07,0.09,13.88888888888889
Burlington,2019-10-07T11:52:00Z,2019-10-07,0.095,12.777777777777777
Burlington,2019-10-07T11:54:00Z,2019-10-07,0.1,13.333333333333332
Burlington,2019-10-07T12:19:00Z,2019-10-07,0.08,12.777777777777777
Burlington,2019-10-07T12:28:00Z,2019-10-07,0.09,12.777777777777777
Burlington,2019-10-07T12:43:00Z,2019-10-07,0.13,12.777777777777777
Burlington,2019-10-07T12:52:00Z,2019-10-07,0.14,12.777777777777777
Burlington,2019-10-07T12:54:00Z,2019-10-07,0.15,12.777777777777777
Burlington,2019-10-07T13:51:00Z,2019-10-07,0.060000000000000005,12.777777777777777
Burlington,2019-10-07T13:54:00Z,2019-10-07,0.060000000000000005,12.777777777777777
Burlington,2019-10-07T14:00:00Z,2019-10-07,0.060000000000000005,12.777777777777777
Burlington,2019-10-07T14:54:00Z,2019-10-07,0.060000000000000005,13.333333333333332
Burlington,2019-10-07T15:54:00Z,2019-10-07,0.030000000000000002,13.88888888888889
Burlington,2019-10-07T16:28:00Z,2019-10-07,0.04,13.88888888888889
Burlington,2019-10-07T16:54:00Z,2019-10-07,0.07,14.444444444444445
Burlington,2019-10-07T17:00:00Z,2019-10-07,0.05,14.444444444444445
Burlington,2019-10-07T17:21:00Z,2019-10-07,0.030000000000000002,14.444444444444445
Burlington,2019-10-07T17:54:00Z,2019-10-07,0.04,14.444444444444445
Burlington,2019-10-07T18:54:00Z,2019-10-07,0.02,15
Burlington,2019-10-07T19:52:00Z,2019-10-07,0.016,15
Burlington,2019-10-07T19:54:00Z,2019-10-07,0.012,15
Burlington,2019-10-07T20:00:00Z,2019-10-07,0.008,15
Burlington,2019-10-07T20:35:00Z,2019-10-07,0.004,15
Burlington,2019-10-07T20:54:00Z,2019-10-07,0,14.444444444444445
Burlington,2019-10-07T21:54:00Z,2019-10-07,0,14.444444444444445
Burlington,2019-10-07T22:54:00Z,2019-10-07,0,13.88888888888889
Burlington,2019-10-07T23:00:00Z,2019-10-07,0,13.88888888888889
Burlington,2019-10-07T23:54:00Z,2019-10-07,0,13.88888888888889
Burlington,2019-10-08T00:54:00Z,2019-10-07,0,13.88888888888889
Burlington,2019-10-08T01:54:00Z,2019-10-07,0,13.333333333333332
Burlington,2019-10-08T02:00:00Z,2019-10-07,0,13.333333333333332
Burlington,2019-10-08T02:54:00Z,2019-10-07,0,12.777777777777777
Burlington,2019-10-08T03:54:00Z,2019-10-07,0,13.333333333333332
Burlington,2019-10-08T04:54:00Z,2019-10-08,0,13.333333333333332
Burlington,2019-10-08T05:00:00Z,2019-10-08,0,13.333333333333332
Burlington,2019-10-08T05:54:00Z,2019-10-08,0,12.222222222222221
Burlington,2019-10-08T06:54:00Z,2019-10-08,0,12.222222222222221
Burlington,2019-10-08T07:54:00Z,2019-10-08,0,11.11111111111111
Burlington,2019-10-08T08:00:00Z,2019-10-08,0,11.11111111111111
Burlington,2019-10-08T08:26:00Z,2019-10-08,0,9.444444444444445
Burlington,2019-10-08T08:29:00Z,2019-10-08,0,9.444444444444445
Burlington,2019-10-08T08:35:00Z,2019-10-08,0,10
Burlington,2019-10-08T08:37:00Z,2019-10-08,0,10
Burlington,2019-10-08T08:54:00Z,2019-10-08,0,9.444444444444445
Burlington,2019-10-08T09:54:00Z,2019-10-08,0,8.333333333333334
Burlington,2019-10-08T10:54:00Z,2019-10-08,0,8.333333333333334
Burlington,2019-10-08T11:00:00Z,2019-10-08,0,8.333333333333334
Burlington,2019-10-08T11:54:00Z,2019-10-08,0,11.666666666666666
Burlington,2019-10-08T12:54:00Z,2019-10-08,0,13.333333333333332
Burlington,2019-10-08T13:54:00Z,2019-10-08,0,15
Burlington,2019-10-08T14:00:00Z,2019-10-08,0,15
Burlington,2019-10-08T14:54:00Z,2019-10-08,0,15.555555555555555
Burlington,2019-10-08T15:54:00Z,2019-10-08,0,16.11111111111111
Burlington,2019-10-08T16:54:00Z,2019-10-08,0,17.22222222222222
Burlington,2019-10-08T17:00:00Z,2019-10-08,0,17.22222222222222
Burlington,2019-10-08T17:54:00Z,2019-10-08,0,17.22222222222222
Burlington,2019-10-08T18:54:00Z,2019-10-08,0,17.22222222222222
Burlington,2019-10-08T19:54:00Z,2019-10-08,0,16.666666666666668
Burlington,2019-10-08T20:00:00Z,2019-10-08,0,16.666666666666668
Burlington,2019-10-08T20:54:00Z,2019-10-08,0,15
Burlington,2019-10-08T21:54:00Z,2019-10-08,0,13.333333333333332
Burlington,2019-10-08T22:54:00Z,2019-10-08,0,11.11111111111111
Burlington,2019-10-08T23:00:00Z,2019-10-08,0,11.11111111111111
Burlington,2019-10-08T23:54:00Z,2019-10-08,0,10
Burlington,2019-10-09T00:54:00Z,2019-10-08,0,8.333333333333334
Burlington,2019-10-09T01:54:00Z,2019-10-08,0,7.777777777777778
Burlington,2019-10-09T02:00:00Z,2019-10-08,0,7.777777777777778
Burlington,2019-10-09T02:54:00Z,2019-10-08,0,6.666666666666666
Burlington,2019-10-09T03:54:00Z,2019-10-08,0,6.111111111111111
Burlington,2019-10-09T04:54:00Z,2019-10-09,0,6.111111111111111
Burlington,2019-10-09T05:00:00Z,2019-10-09,0,6.111111111111111
Burlington,2019-10-09T05:54:00Z,2019-10-09,0,5.555555555555555
Burlington,2019-10-09T06:54:00Z,2019-10-09,0,5.555555555555555
Burlington,2019-10-09T07:20:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T07:25:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T07:28:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T07:34:00Z,2019-10-09,0,3.888888888888889
Burlington,2019-10-09T07:41:00Z,2019-10-09,0,3.888888888888889
Burlington,2019-10-09T07:52:00Z,2019-10-09,0,3.888888888888889
Burlington,2019-10-09T07:54:00Z,2019-10-09,0,3.888888888888889
Burlington,2019-10-09T08:00:00Z,2019-10-09,0,3.888888888888889
Burlington,2019-10-09T08:08:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T08:15:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T08:32:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T08:38:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T08:41:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T08:52:00Z,2019-10-09,0,3.888888888888889
Burlington,2019-10-09T08:54:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T09:54:00Z,2019-10-09,0,3.888888888888889
Burlington,2019-10-09T09:56:00Z,2019-10-09,0,3.888888888888889
Burlington,2019-10-09T10:54:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T11:00:00Z,2019-10-09,0,4.444444444444445
Burlington,2019-10-09T11:54:00Z,2019-10-09,0,5.555555555555555
Burlington,2019-10-09T12:01:00Z,2019-10-09,0,5.555555555555555
Burlington,2019-10-09T12:54:00Z,2019-10-09,0,7.777777777777778
Burlington,2019-10-09T13:54:00Z,2019-10-09,0,11.11111111111111
Burlington,2019-10-09T14:00:00Z,2019-10-09,0,11.11111111111111
Burlington,2019-10-09T14:54:00Z,2019-10-09,0,13.333333333333332
Burlington,2019-10-09T15:54:00Z,2019-10-09,0,15
Burlington,2019-10-09T16:54:00Z,2019-10-09,0,16.666666666666668
Burlington,2019-10-09T17:00:00Z,2019-10-09,0,16.666666666666668
Burlington,2019-10-09T17:54:00Z,2019-10-09,0,16.666666666666668
Burlington,2019-10-09T18:54:00Z,2019-10-09,0,16.11111111111111
Burlington,2019-10-09T19:54:00Z,2019-10-09,0,15
Burlington,2019-10-09T20:00:00Z,2019-10-09,0,15
Burlington,2019-10-09T20:54:00Z,2019-10-09,0,13.88888888888889
Burlington,2019-10-09T21:54:00Z,2019-10-09,0,12.222222222222221
Burlington,2019-10-09T22:54:00Z,2019-10-09,0,10.555555555555555
Burlington,2019-10-09T23:00:00Z,2019-10-09,0,10.555555555555555
Burlington,2019-10-09T23:54:00Z,2019-10-09,0,9.444444444444445
Burlington,2019-10-10T00:54:00Z,2019-10-09,0,9.444444444444445
Burlington,2019-10-10T01:54:00Z,2019-10-09,0,9.444444444444445
Burlington,2019-10-10T02:00:00Z,2019-10-09,0,9.444444444444445
Burlington,2019-10-10T02:54:00Z,2019-10-09,0,8.88888888888889
Burlington,2019-10-10T03:54:00Z,2019-10-09,0,8.88888888888889
Burlington,2019-10-10T04:54:00Z,2019-10-10,0,8.88888888888889
Burlington,2019-10-10T05:00:00Z,2019-10-10,0,8.88888888888889
Burlington,2019-10-10T05:54:00Z,2019-10-10,0,8.333333333333334
Burlington,2019-10-10T06:54:00Z,2019-10-10,0,8.333333333333334
Burlington,2019-10-10T07:54:00Z,2019-10-10,0,8.333333333333334
Burlington,2019-10-10T08:00:00Z,2019-10-10,0,8.333333333333334
Burlington,2019-10-10T08:54:00Z,2019-10-10,0,7.777777777777778
Burlington,2019-10-10T09:54:00Z,2019-10-10,0,7.222222222222222
Burlington,2019-10-10T10:54:00Z,2019-10-10,0,7.777777777777778
Burlington,2019-10-10T11:00:00Z,2019-10-10,0,7.777777777777778
Burlington,2019-10-10T11:54:00Z,2019-10-10,0,8.333333333333334
Burlington,2019-10-10T12:01:00Z,2019-10-10,0,8.333333333333334
Burlington,2019-10-10T12:19:00Z,2019-10-10,0,8.88888888888889
Burlington,2019-10-10T12:47:00Z,2019-10-10,0,10
Burlington,2019-10-10T12:54:00Z,2019-10-10,0,10
Burlington,2019-10-10T13:54:00Z,2019-10-10,0,13.333333333333332
Burlington,2019-10-10T14:00:00Z,2019-10-10,0,13.333333333333332
Burlington,2019-10-10T14:54:00Z,2019-10-10,0,15.555555555555555
Burlington,2019-10-10T15:54:00Z,2019-10-10,0,16.666666666666668
Burlington,2019-10-10T16:54:00Z,2019-10-10,0,16.11111111111111
Burlington,2019-10-10T17:00:00Z,2019-10-10,0,16.11111111111111
Burlington,2019-10-10T17:54:00Z,2019-10-10,0,17.77777777777778
Burlington,2019-10-10T18:54:00Z,2019-10-10,0,18.333333333333332
Burlington,2019-10-10T19:54:00Z,2019-10-10,0,18.88888888888889
Burlington,2019-10-10T20:00:00Z,2019-10-10,0,18.88888888888889
Burlington,2019-10-10T20:54:00Z,2019-10-10,0,17.22222222222222
Burlington,2019-10-10T21:54:00Z,2019-10-10,0,15
Burlington,2019-10-10T22:54:00Z,2019-10-10,0,13.333333333333332
Burlington,2019-10-10T23:00:00Z,2019-10-10,0,13.333333333333332
Burlington,2019-10-10T23:54:00Z,2019-10-10,0,10
